WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (19513926.6058412 -4956560.81358535)",235500,Queenwood (Horowhenua District),0.8260467,0.8260467,1794257.2341,5500807.613,-40.62073993,175.29658523,19513926.6058,-4956560.81359
"POINT (19513234.9500344 -4957755.68642534)",235600,Playford Park,0.85176783,0.85176783,1793708.0891,5499916.8951,-40.62888671,175.29037198,19513234.95,-4957755.68643
"POINT (19515349.1274887 -4956658.19163857)",235700,Fairfield (Horowhenua District),1.73854801,1.73854801,1795336.2807,5500705.59825,-40.6214039,175.30936396,19515349.1275,-4956658.19164
"POINT (19513108.6937903 -4958873.42346102)",235800,Taitoko,0.9201835,0.9201835,1793590.136,5499073.4549,-40.63650667,175.2892378,19513108.6938,-4958873.42346
"POINT (19514195.2395024 -4958235.82812267)",235900,Waiopehu,0.75926078,0.75926078,1794428.22855,5499534.45855,-40.63216009,175.29899841,19514195.2395,-4958235.82812
"POINT (19525603.0829892 -4961109.41784385)",236000,Makahika,170.22394183,170.22394183,1803036.277,5497128.25455,-40.65174754,175.40147681,19525603.083,-4961109.41784
"POINT (19514141.5254481 -4970103.41920128)",236100,Kimberley,129.45239359,129.45239359,1794152.59765,5490559.0742,-40.7130168,175.29851589,19514141.5254,-4970103.4192
"POINT (19470998.3576484 -4991106.01796782)",236200,Kapiti Island,19.25851521,19.25851521,1761068.11935,5475484.8756,-40.8558721,174.91095422,19470998.3576,-4991106.01797
"POINT (19493822.533249 -4976333.82976911)",236300,Otaki Beach,3.36764189,3.36764189,1778620.02775,5486238.5389,-40.75542681,175.11598727,19493822.5332,-4976333.82977
"POINT (19499794.3007041 -4974609.97338213)",236400,Forest Lakes (Kapiti Coast District),38.09485449,38.09485449,1783180.99685,5487430.30395,-40.74369534,175.16963257,19499794.3007,-4974609.97338
"POINT (19496458.6620497 -4975983.28544162)",236500,Otaki,8.47687266,8.47687266,1780625.6237,5486454.8682,-40.75304139,175.13966802,19496458.662,-4975983.28544
"POINT (19492697.1879893 -4982461.26010086)",236600,Te Horo,31.86143602,31.86143602,1777655.48065,5481631.61925,-40.79710947,175.10587813,19492697.188,-4982461.2601
"POINT (19499530.1643907 -4976976.2627301)",236700,Waitohu,0.73786894,0.73786894,1782936.48715,5485647.56215,-40.75979827,175.1672598,19499530.1644,-4976976.26273
"POINT (19483925.5672449 -4992395.56762455)",236800,Waikanae Beach,4.365584,4.365584,1770834.15245,5474292.08935,-40.86463333,175.02708132,19483925.5672,-4992395.56762
"POINT (19489237.3546199 -4988375.12968823)",236900,Peka Peka,10.01994373,10.01994373,1774927.63415,5477230.71835,-40.83731455,175.07479791,19489237.3546,-4988375.12969
"POINT (19480779.6368901 -4994816.25797488)",237000,Paraparaumu Beach North,2.1438252,2.1438252,1768410.65145,5472521.3996,-40.88107643,174.99882094,19480779.6369,-4994816.25797
"POINT (19479211.1050292 -4996418.18237929)",237100,Paraparaumu Beach West,1.59459146,1.59459146,1767196.0027,5471340.6475,-40.89195563,174.98473058,19479211.105,-4996418.18238
"POINT (19486393.0822481 -4992083.69480813)",237200,Waikanae Park,7.36001883,7.36001883,1772707.8401,5474483.8098,-40.86251456,175.04924738,19486393.0822,-4992083.69481
"POINT (19480174.1356306 -4996842.8200454)",237300,Paraparaumu Beach East,1.06717975,1.06717975,1767917.52555,5471003.95365,-40.89483919,174.99338163,19480174.1356,-4996842.82005
"POINT (19484011.796583 -4995084.89239107)",237400,Otaihanga,4.47399524,4.47399524,1770852.4472,5472262.55865,-40.88290094,175.02785593,19484011.7966,-4995084.89239
"POINT (19482181.054518 -4996803.59115933)",237500,Paraparaumu North,3.53322063,3.53322063,1769436.96805,5470998.7636,-40.8945728,175.01141009,19482181.0545,-4996803.59116
"POINT (19488306.2954508 -4992593.700022)",237600,Waikanae West,4.67433567,4.67433567,1774147.3218,5474065.106,-40.86597934,175.06643407,19488306.2955,-4992593.70002
"POINT (19501719.5768602 -4986386.51846815)",237700,Otaki Forks,87.25759187,87.25759187,1784419.48995,5478501.2881,-40.82379781,175.18692762,19501719.5769,-4986386.51847
"POINT (19480784.3715602 -4998780.39625131)",237800,Paraparaumu Central,4.46476302,4.46476302,1768345.9541,5469532.8991,-40.90799495,174.99886348,19480784.3716,-4998780.39625
"POINT (19486213.2522385 -5003036.73191643)",237900,Maungakotukutuku,112.70053725,112.70053725,1772378.40855,5466230.50595,-40.93688543,175.04763194,19486213.2522,-5003036.73192
"POINT (19478925.4190924 -4999933.34874132)",238000,Raumati Beach West,1.74954269,1.74954269,1766919.7527,5468695.9687,-40.91582202,174.98216422,19478925.4191,-4999933.34874
"POINT (19489686.35294 -4992742.792275)",238100,Waikanae East,3.19398406,3.19398406,1775189.4891,5473927.92215,-40.86699218,175.07883134,19489686.3529,-4992742.79227
"POINT (19508250.12703 -4999202.50648357)",238200,Tararua Forest Park,365.62861301,365.62861301,1789118.96345,5468710.45995,-40.91086064,175.24559255,19508250.127,-4999202.50648
"POINT (19480099.2510264 -5000823.20689344)",238300,Raumati Beach East,1.424244,1.424244,1767792.50105,5468005.19875,-40.92186239,174.99270893,19480099.251,-5000823.20689
"POINT (19482231.8422772 -5000452.58247948)",238400,Paraparaumu East,2.51183505,2.51183505,1769412.1364,5468247.54715,-40.91934665,175.01186633,19482231.8423,-5000452.58248
"POINT (19479050.9138319 -5003682.28565723)",238500,Raumati South,5.64558991,5.64558991,1766950.61015,5465869.0723,-40.94126612,174.98329156,19479050.9138,-5003682.28566
"POINT (19477454.5702924 -5008193.13182914)",238600,Paekakariki,5.89331726,5.89331726,1765666.8462,5462498.9722,-40.97186832,174.96895136,19477454.5703,-5008193.13183
"POINT (19456553.1417464 -5025297.69481711)",238700,Mana Island,2.11347599,2.11347599,1749605.27435,5449969.9751,-41.0877791,174.78119064,19456553.1417,-5025297.69482
"POINT (19466828.1542021 -5018862.66928729)",238800,Pukerua Bay,8.17223643,8.17223643,1757462.2249,5454646.02555,-41.04419545,174.87349264,19466828.1542,-5018862.66929
"POINT (19470784.4697351 -5020730.31775492)",238900,Paekakariki Hill,35.79013933,35.79013933,1760418.69165,5453176.6044,-41.05684778,174.90903283,19470784.4697,-5020730.31775
"POINT (19465370.2120071 -5022330.30773404)",239000,Plimmerton,5.12590007,5.12590007,1756305.77505,5452061.81495,-41.06768493,174.86039572,19465370.212,-5022330.30773
"POINT (19463532.3742731 -5026904.87052953)",239100,Titahi Bay North,2.00962023,2.00962023,1754845.86455,5448652.48405,-41.0986598,174.84388615,19463532.3743,-5026904.87053
"POINT (19461651.3014023 -5029081.86102693)",239200,Titahi Bay South,3.54256873,3.54256873,1753392.4332,5447046.4522,-41.11339531,174.82698818,19461651.3014,-5029081.86103
"POINT (19459703.7424352 -5031837.68832553)",239300,Elsdon-Takapuwahia,10.29954961,10.29954961,1751880.4646,5445006.7387,-41.13204408,174.80949296,19459703.7424,-5031837.68833
"POINT (19474982.0278983 -5026342.82204711)",239400,Pauatahanui,75.94728064,75.94728064,1763493.22,5448887.0045,-41.09485489,174.94674014,19474982.0279,-5026342.82205
"POINT (19464529.6683104 -5027691.98777265)",239500,Onepoto,2.24118117,2.24118117,1755585.6667,5448044.99115,-41.10398798,174.85284499,19464529.6683,-5027691.98777
"POINT (19466944.0945977 -5025473.77463296)",239600,Camborne,0.83508937,0.83508937,1757442.88695,5449673.17805,-41.08897126,174.87453415,19466944.0946,-5025473.77463
"POINT (19468773.8060846 -5026801.2967178)",239700,Inlet Porirua Harbour,0,7.23251559,1758801.81805,5448645.57455,-41.09795865,174.89097073,19468773.8061,-5026801.29672
"POINT (19466112.4542647 -5026935.688509)",239800,Paremata,1.61589388,2.02185445,1756791.84175,5448587.87185,-41.09886842,174.8670634,19466112.4543,-5026935.68851
"POINT (19461522.4252818 -5033877.41815858)",239900,Porirua Central,6.72371138,6.72371138,1753219.69295,5443446.09225,-41.14584359,174.82583047,19461522.4253,-5033877.41816
"POINT (19465716.4055766 -5029456.77025219)",240000,Papakowhai,1.43041419,1.43041419,1756452.52875,5446699.8045,-41.11593264,174.86350564,19465716.4056,-5029456.77025
"POINT (19465017.8354567 -5031278.09202123)",240100,Aotea,2.67877685,2.67877685,1755896.4685,5445342.7319,-41.1282577,174.85723027,19465017.8355,-5031278.09202
"POINT (19467814.1547647 -5029069.92681431)",240200,Postgate,1.28880125,1.28880125,1758040.98885,5446956.4442,-41.11331454,174.88235004,19467814.1548,-5029069.92681
"POINT (19466814.294952 -5030058.26082368)",240300,Ascot Park,1.119596,1.119596,1757270.8656,5446230.1235,-41.12000324,174.87336814,19466814.295,-5030058.26082
"POINT (19468785.1554635 -5029639.80238709)",240400,Whitby,2.043962,2.043962,1758764.0771,5446512.39775,-41.11717134,174.89107268,19468785.1555,-5029639.80239
"POINT (19464844.7974043 -5033473.90964262)",240500,Porirua East,1.21180021,1.21180021,1755730.8299,5443696.1739,-41.14311394,174.85567585,19464844.7974,-5033473.90964
"POINT (19470241.7826175 -5029258.5839157)",240600,Endeavour,3.12256529,3.12256529,1759868.94775,5446774.8922,-41.11459136,174.90415779,19470241.7826,-5029258.58392
"POINT (19465618.9309979 -5032968.11192062)",240700,Cannons Creek North,1.05691822,1.05691822,1756322.5884,5444063.5957,-41.13969216,174.86263001,19465618.931,-5032968.11192
"POINT (19467552.4151667 -5031512.87111672)",240800,Waitangirua,1.22402623,1.22402623,1757803.95,5445125.3503,-41.12984631,174.87999879,19467552.4152,-5031512.87112
"POINT (19464220.9962201 -5034729.82766408)",240900,Ranui Heights,2.35228065,2.35228065,1755240.4908,5442762.99535,-41.15160958,174.85007214,19464220.9962,-5034729.82766
"POINT (19466595.2727832 -5032603.45925591)",241000,Cannons Creek East,1.45604809,1.45604809,1757064.59265,5444321.69885,-41.13722514,174.87140063,19466595.2728,-5032603.45926
"POINT (19466598.7404555 -5034491.45128658)",241100,Cannons Creek South,1.40795973,1.40795973,1757036.724,5442903.6871,-41.14999717,174.87143178,19466598.7405,-5034491.45129
"POINT (19495759.1010706 -5014783.09459869)",241200,Akatarawa,334.14446323,334.14446323,1779381.78115,5457213.4768,-41.01655002,175.13338376,19495759.1011,-5014783.0946
"POINT (19485170.6997773 -5028883.4094634)",241300,Riverstone Terraces,2.23628296,2.23628296,1771135.6531,5446801.9563,-41.11205217,175.03826653,19485170.6998,-5028883.40946
"POINT (19483031.6842885 -5032832.33490299)",241400,Heretaunga,3.2609464,3.2609464,1769453.44775,5443872.88755,-41.13877359,175.01905143,19483031.6843,-5032832.3349
"POINT (19493507.012153 -5025029.04267491)",241500,Birchville-Brown Owl,8.89289537,8.89289537,1777493.86235,5449548.89035,-41.08596013,175.1131529,19493507.0122,-5025029.04267
"POINT (19486036.7074534 -5030486.93991019)",241600,Poets Block,1.24160609,1.24160609,1771760.56195,5445581.83505,-41.12290419,175.04604601,19486036.7075,-5030486.93991
"POINT (19485006.4129268 -5031374.36643921)",241700,Brentwood (Upper Hutt City),0.98266197,0.98266197,1770967.96365,5444933.3712,-41.12890914,175.03679072,19485006.4129,-5031374.36644
"POINT (19482003.7747377 -5034827.44713066)",241800,Silverstream (Upper Hutt City),2.64413739,2.64413739,1768643.83365,5442392.44085,-41.15226988,175.00981756,19482003.7747,-5034827.44713
"POINT (19487354.0125146 -5030087.29067687)",241900,Elderslea,1.39533858,1.39533858,1772761.11345,5445858.6821,-41.1201997,175.05787956,19487354.0125,-5030087.29068
"POINT (19485991.9487603 -5031953.18037615)",242000,Trentham North,1.02395903,1.02395903,1771700.92915,5444481.14705,-41.1328255,175.04564394,19485991.9488,-5031953.18038
"POINT (19490309.7744496 -5028480.56316616)",242100,Totara Park,1.72409486,1.72409486,1775019.2137,5447012.92595,-41.1093256,175.08443163,19490309.7744,-5028480.56317
"POINT (19485455.5749194 -5034330.05425545)",242200,Trentham South,8.12381624,8.12381624,1771254.62665,5442705.4154,-41.14890544,175.04082561,19485455.5749,-5034330.05426
"POINT (19494035.87459 -5035481.33235903)",242300,Mangaroa,154.55338744,154.55338744,1777701.94455,5441686.3262,-41.1566926,175.11790375,19494035.8746,-5035481.33236
"POINT (19488974.9276179 -5029874.1349084)",242400,Ebdentown,0.91106542,0.91106542,1773987.40225,5445989.8412,-41.11875719,175.07244049,19488974.9276,-5029874.13491
"POINT (19487686.716311 -5031370.8406289)",242500,Wallaceville,0.69902563,0.69902563,1772989.21335,5444888.45995,-41.12888528,175.06086829,19487686.7163,-5031370.84063
"POINT (19493021.5728072 -5028028.4114128)",242600,Maoribank,3.48528315,3.48528315,1777072.99375,5447303.4623,-41.10626518,175.10879212,19493021.5728,-5028028.41141
"POINT (19496868.6987658 -5025434.75212087)",242700,Te Marua,5.57020885,5.57020885,1780023.04405,5449181.96855,-41.08870706,175.14335145,19496868.6988,-5025434.75212
"POINT (19482879.322244 -5037219.64357719)",242800,Pinehaven,5.59309645,5.59309645,1769262.189,5440580.96995,-41.16844867,175.01768274,19482879.3222,-5037219.64358
"POINT (19490609.7615754 -5029673.14469788)",242900,Clouston Park,1.15083213,1.15083213,1775224.0251,5446111.40735,-41.11739699,175.08712646,19490609.7616,-5029673.1447
"POINT (19489400.65916 -5031108.7315409)",243000,Upper Hutt Central,2.23589494,2.23589494,1774286.3766,5445054.65795,-41.12711172,175.0762649,19489400.6592,-5031108.73154
"POINT (19471509.1775612 -5037347.68253156)",243100,Belmont Park,29.47168982,29.47168982,1760691.18765,5440678.5308,-41.1693145,174.91554299,19471509.1776,-5037347.68253
"POINT (19467541.7597543 -5043130.82971815)",243200,Maungaraki,2.11021735,2.11021735,1757607.45985,5436403.34135,-41.20840978,174.87990307,19467541.7598,-5043130.82972
"POINT (19466196.0126815 -5044198.88681285)",243300,Korokoro,1.84942909,1.84942909,1756576.67185,5435623.8642,-41.21562751,174.86781402,19466196.0127,-5044198.88681
"POINT (19474559.2619705 -5037850.09483578)",243400,Kelson,5.35771738,5.35771738,1762981.3631,5440250.38435,-41.17271184,174.94294237,19474559.262,-5037850.09484
"POINT (19469022.9106702 -5042396.97876743)",243500,Normandale,1.44706416,1.44706416,1758735.0039,5436929.76675,-41.20345009,174.89320848,19469022.9107,-5042396.97877
"POINT (19472143.2555865 -5040417.29040231)",243600,Belmont (Lower Hutt City),2.36254907,2.36254907,1761118.14935,5438363.8464,-41.1900686,174.92123901,19472143.2556,-5040417.2904
"POINT (19466405.3405638 -5045382.25400911)",243700,Petone Central,1.29638936,1.29638936,1756715.2173,5434732.74095,-41.22362356,174.86969444,19466405.3406,-5045382.25401
"POINT (19470430.1212326 -5041628.2843222)",243800,Tirohanga,1.18052999,1.18052999,1759807.59255,5437483.432,-41.19825451,174.90584966,19470430.1212,-5041628.28432
"POINT (19478673.3782965 -5035343.69710363)",243900,Manor Park,1.59231711,1.59231711,1766124.503,5442062.31795,-41.1557617,174.9799001,19478673.3783,-5035343.6971
"POINT (19469072.2664513 -5043962.16492751)",244000,Alicetown-Melling,1.25541859,1.25541859,1758746.6002,5435754.5957,-41.21402786,174.89365185,19469072.2665,-5043962.16493
"POINT (19476973.2347195 -5037635.85493349)",244100,Taita North,1.1455903,1.1455903,1764804.11795,5440370.3656,-41.17126316,174.96462745,19476973.2347,-5037635.85493
"POINT (19472494.9926661 -5041793.3245775)",244200,Boulcott,1.58246938,1.58246938,1761360.28845,5437325.3257,-41.19937004,174.92439872,19472494.9927,-5041793.32458
"POINT (19470519.0683282 -5043177.082357)",244300,Hutt Central North,1.07096977,1.07096977,1759849.11,5436319.8042,-41.20872236,174.90664869,19470519.0683,-5043177.08236
"POINT (19474351.0751955 -5040537.76165671)",244400,Avalon West,1.21086039,1.21086039,1762779.4584,5438236.4968,-41.19088299,174.94107219,19474351.0752,-5040537.76166
"POINT (19478390.7558472 -5037288.78374598)",244500,Stokes Valley Central,1.48841305,1.48841305,1765878.28135,5440606.7264,-41.16891621,174.97736126,19478390.7558,-5037288.78375
"POINT (19476367.4216615 -5039656.20276937)",244600,Taita South,3.39953471,3.39953471,1764313.42165,5438864.0804,-41.18492338,174.95918534,19476367.4217,-5039656.20277
"POINT (19468735.4915989 -5045559.09584076)",244700,Petone East,1.63004745,1.63004745,1758466.91605,5434562.1306,-41.2248184,174.89062655,19468735.4916,-5045559.09584
"POINT (19470821.0334111 -5043882.80670691)",244800,Hutt Central South,1.2941828,1.2941828,1760064.9099,5435785.32505,-41.21349159,174.90936129,19470821.0334,-5043882.80671
"POINT (19480145.1610172 -5036995.31934573)",244900,Stokes Valley North,4.79616368,4.79616368,1767205.49395,5440796.8817,-41.1669317,174.99312135,19480145.161,-5036995.31935
"POINT (19468360.0892983 -5046278.0703147)",245000,Petone Esplanade,0.97436417,0.97436417,1758172.5348,5434028.978,-41.22967597,174.88725425,19468360.0893,-5046278.07031
"POINT (19472820.2608566 -5042735.31311108)",245100,Epuni West,0.98698623,0.98698623,1761589.6359,5436613.05555,-41.20573675,174.92732065,19472820.2609,-5042735.31311
"POINT (19474738.736276 -5041267.15115078)",245200,Avalon East,0.81383753,0.81383753,1763059.27095,5437682.58085,-41.19581347,174.94455461,19474738.7363,-5041267.15115
"POINT (19470632.6102712 -5044834.27829578)",245300,Woburn,0.62488386,0.62488386,1759907.34095,5435074.63525,-41.219921,174.90766865,19470632.6103,-5044834.2783
"POINT (19475296.6096323 -5041847.97498011)",245400,Naenae Central,1.38216309,1.38216309,1763469.75295,5437237.3038,-41.19973943,174.94956607,19475296.6096,-5041847.97498
"POINT (19472066.8418146 -5044105.42292584)",245500,Waterloo West,0.72699777,0.72699777,1760999.45075,5435597.64095,-41.21499593,174.92055257,19472066.8418,-5044105.42293
"POINT (19473657.8492946 -5043205.41271216)",245600,Epuni East,1.00387735,1.00387735,1762212.6576,5436246.31795,-41.20891382,174.93484484,19473657.8493,-5043205.41271
"POINT (19470976.0461255 -5047831.94041787)",245700,Gracefield,3.74696103,3.87522971,1760116.5222,5432820.5264,-41.24017306,174.91075379,19470976.0461,-5047831.94042
"POINT (19470181.9252297 -5046021.7539852)",245800,Moera,0.62398201,0.62398201,1759548.44855,5434191.3155,-41.22794428,174.90362008,19470181.9252,-5046021.75399
"POINT (19478600.4814312 -5039885.06384648)",245900,Delaney,2.0684293,2.0684293,1765991.9922,5438654.21185,-41.1864706,174.97924526,19478600.4814,-5039885.06385
"POINT (19471719.2180748 -5045663.79817263)",246000,Waiwhetu,1.67972303,1.67972303,1760711.8679,5434434.37075,-41.22552582,174.91742982,19471719.2181,-5045663.79817
"POINT (19473026.0014038 -5044541.11959131)",246100,Waterloo East,1.08141639,1.08141639,1761714.5331,5435254.77915,-41.21794009,174.92916885,19473026.0014,-5044541.11959
